SourceField,ResponseField,TargetField,DataType
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.review_status,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].text,STRING
ad_group_ad.ad.responsive_search_ad.path1,ad,ad.responsive_search_ad.path1,STRING
ad_group_ad.ad.responsive_search_ad.path2,ad,ad.responsive_search_ad.path2,STRING
ad_group_ad.ad.legacy_responsive_display_ad.format_setting,ad,ad.legacy_responsive_display_ad.format_setting,STRING
ad_group_ad.ad.legacy_responsive_display_ad.short_headline,ad,ad.legacy_responsive_display_ad.short_headline,STRING
ad_group_ad.ad.legacy_responsive_display_ad.long_headline,ad,ad.legacy_responsive_display_ad.long_headline,STRING
ad_group_ad.ad.legacy_responsive_display_ad.description,ad,ad.legacy_responsive_display_ad.description,STRING
ad_group_ad.ad.legacy_responsive_display_ad.business_name,ad,ad.legacy_responsive_display_ad.business_name,STRING
ad_group_ad.ad.legacy_responsive_display_ad.allow_flexible_color,ad,ad.legacy_responsive_display_ad.allow_flexible_color,BOOL
ad_group_ad.ad.legacy_responsive_display_ad.accent_color,ad,ad.legacy_responsive_display_ad.accent_color,STRING
ad_group_ad.ad.legacy_responsive_display_ad.main_color,ad,ad.legacy_responsive_display_ad.main_color,STRING
ad_group_ad.ad.legacy_responsive_display_ad.call_to_action_text,ad,ad.legacy_responsive_display_ad.call_to_action_text,STRING
ad_group_ad.ad.legacy_responsive_display_ad.logo_image,ad,ad.legacy_responsive_display_ad.logo_image,STRING
ad_group_ad.ad.legacy_responsive_display_ad.square_logo_image,ad,ad.legacy_responsive_display_ad.square_logo_image,STRING
ad_group_ad.ad.legacy_responsive_display_ad.marketing_image,ad,ad.legacy_responsive_display_ad.marketing_image,STRING
ad_group_ad.ad.legacy_responsive_display_ad.square_marketing_image,ad,ad.legacy_responsive_display_ad.square_marketing_image,STRING
ad_group_ad.ad.legacy_responsive_display_ad.price_prefix,ad,ad.legacy_responsive_display_ad.price_prefix,STRING
ad_group_ad.ad.legacy_responsive_display_ad.promo_text,ad,ad.legacy_responsive_display_ad.promo_text,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.pinned_field,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.asset_performance_label,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.review_status,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.policy_summary_info.approval_status,STRING
ad_group_ad.ad.app_ad.mandatory_ad_text,ad,ad.app_ad.mandatory_ad_text.text,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].pinned_field,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].asset_performance_label,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.review_status,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.app_ad.headlines,ad,ad.app_ad.headlines[].text,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].pinned_field,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].asset_performance_label,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.review_status,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.app_ad.descriptions,ad,ad.app_ad.descriptions[].text,STRING
ad_group_ad.ad.app_ad.images,ad,ad.app_ad.images[].asset,STRING
ad_group_ad.ad.app_ad.youtube_videos,ad,ad.app_ad.youtube_videos[].asset,STRING
ad_group_ad.ad.app_ad.html5_media_bundles,ad,ad.app_ad.html5_media_bundles[].asset,STRING
ad_group_ad.ad.legacy_app_install_ad,ad,ad.legacy_app_install_ad.app_store,STRING
ad_group_ad.ad.legacy_app_install_ad,ad,ad.legacy_app_install_ad.app_id,STRING
ad_group_ad.ad.legacy_app_install_ad,ad,ad.legacy_app_install_ad.headline,STRING
ad_group_ad.ad.legacy_app_install_ad,ad,ad.legacy_app_install_ad.description1,STRING
ad_group_ad.ad.legacy_app_install_ad,ad,ad.legacy_app_install_ad.description2,STRING
ad_group_ad.ad.responsive_display_ad.marketing_images,ad,ad.responsive_display_ad.marketing_images[].asset,STRING
ad_group_ad.ad.responsive_display_ad.square_marketing_images,ad,ad.responsive_display_ad.square_marketing_images[].asset,STRING
ad_group_ad.ad.responsive_display_ad.logo_images,ad,ad.responsive_display_ad.logo_images[].asset,STRING
ad_group_ad.ad.responsive_display_ad.square_logo_images,ad,ad.responsive_display_ad.square_logo_images[].asset,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].pinned_field,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].asset_performance_label,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.review_status,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.responsive_display_ad.headlines,ad,ad.responsive_display_ad.headlines[].text,STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.pinned_field,STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.asset_performance_label,STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.responsive_display_ad.long_headline,ad,ad.responsive_display_ad.long_headline.policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
